cage,ovi_id,tam_add,total,pd,psy,yld,pests,barn,plant,tam_ct,harvest,date,plant_common
212,1116202,200,110,0,0,0,0,3,M. paniculata,16,harv_1,2020-12-08,O. Jasmine
212,1116202,200,110,0,0,0,0,3,M. paniculata,39,harv_2,2020-12-09,O. Jasmine
212,1116202,200,110,0,0,0,0,3,M. paniculata,19,harv_3,2020-12-10,O. Jasmine
212,1116202,200,110,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
212,1116202,200,110,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
212,1116202,200,110,0,0,0,0,3,M. paniculata,36,cleaned,2020-12-14,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,40,harv_1,2020-12-07,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,12,harv_2,2020-12-08,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,36,harv_3,2020-12-09,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,19,harv_4,2020-12-10,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
213,1117201,200,107,0,0,0,0,3,M. paniculata,0,cleaned,2020-12-17,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,29,harv_1,2020-12-07,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,14,harv_2,2020-12-08,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,20,harv_3,2020-12-09,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
214,1117202,200,63,0,0,0,0,3,M. paniculata,0,cleaned,2020-12-17,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,22,harv_1,2020-12-07,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,24,harv_2,2020-12-08,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,47,harv_3,2020-12-09,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,17,harv_4,2020-12-10,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,86,harv_5,2020-12-11,O. Jasmine
215,1117203,200,196,0,12,0,0,3,M. paniculata,0,cleaned,2020-12-18,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,2,harv_1,2020-12-07,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,4,harv_2,2020-12-08,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,12,harv_3,2020-12-09,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,4,harv_4,2020-12-10,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,259,harv_5,2020-12-11,O. Jasmine
216,1118201,200,301,0,150,0,0,3,M. paniculata,20,cleaned,2020-12-21,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,8,harv_1,2020-12-07,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,5,harv_2,2020-12-08,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,9,harv_3,2020-12-09,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,17,harv_4,2020-12-10,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,88,harv_5,2020-12-16,O. Jasmine
217,1118202,200,133,0,5,0,0,3,M. paniculata,6,cleaned,2020-12-21,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,NA,harv_1,NA,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,NA,harv_2,NA,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
218,1120201,200,0,2,0,0,0,3,M. paniculata,0,cleaned,2020-12-21,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,25,harv_1,2020-12-11,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,73,harv_2,2020-12-14,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,30,harv_3,2020-12-16,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,20,harv_4,2020-12-17,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,14,harv_5,2020-12-18,O. Jasmine
219,1120202,200,162,0,0,0,0,3,M. paniculata,0,cleaned,2020-12-21,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,19,harv_1,2020-12-14,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,56,harv_2,2020-12-16,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,80,harv_3,2020-12-17,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,70,harv_4,2020-12-18,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,99,harv_5,2020-12-21,O. Jasmine
220,1123202,200,355,0,40,0,0,3,M. paniculata,31,cleaned,2020-12-22,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,6,harv_1,2020-12-17,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,6,harv_2,2020-12-18,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,17,harv_3,2020-12-21,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
221,1123201,200,29,0,0,0,0,3,M. paniculata,0,cleaned,2020-12-22,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,10,harv_1,2020-12-14,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,34,harv_2,2020-12-17,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,20,harv_3,2020-12-18,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,86,harv_4,2020-12-21,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
222,1125201,200,179,0,25,0,0,3,M. paniculata,29,cleaned,2020-12-22,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,22,harv_1,2020-12-17,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,8,harv_2,2020-12-18,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,58,harv_3,2020-12-21,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
223,1125202,200,116,0,50,0,0,3,M. paniculata,28,cleaned,2020-12-22,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,25,harv_1,2020-12-28,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,17,harv_2,2020-12-29,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,NA,harv_3,NA,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,NA,harv_4,NA,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,NA,harv_5,NA,O. Jasmine
112,1207202,150,50,2,12,0,APHIDS,1,M. paniculata,8,cleaned,2021-01-04,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,16,harv_1,2020-12-29,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,23,harv_2,2021-01-04,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,14,harv_3,2021-01-05,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
113,1208201,180,62,4,5,0,0,1,M. paniculata,9,cleaned,2021-01-07,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,6,harv_1,2020-12-29,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,11,harv_2,2021-01-04,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,10,harv_3,2021-01-05,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,NA,harv_4,NA,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,NA,harv_5,NA,O. Jasmine
114,1208202,180,41,6,20,0,APHIDS,1,M. paniculata,14,cleaned,2021-01-07,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,4,harv_1,2020-12-29,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,103,harv_2,2021-01-04,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,70,harv_3,2021-01-05,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,53,harv_4,2021-01-06,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,82,harv_5,2021-01-07,O. Jasmine
115,1209201,110,327,1,30,0,0,1,M. paniculata,15,cleaned,2021-01-11,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,3,harv_1,2020-12-29,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,26,harv_2,2021-01-04,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,26,harv_3,2021-01-05,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,36,harv_4,2021-01-06,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,23,harv_5,2021-01-07,O. Jasmine
116,1209202,103,125,3,22,0,APHIDS,1,M. paniculata,11,cleaned,2021-01-11,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,4,harv_1,2021-01-04,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,NA,harv_2,NA,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,NA,harv_3,NA,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
117,1211201,200,4,0,0,0,0,1,M. paniculata,0,cleaned,2021-01-08,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,79,harv_1,2021-01-04,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,59,harv_2,2021-01-05,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,41,harv_3,2021-01-06,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,37,harv_4,2021-01-07,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,NA,harv_5,NA,O. Jasmine
118,1211202,200,216,2,0,0,APHIDS,1,M. paniculata,0,cleaned,2021-01-11,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,3,harv_1,2021-01-04,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,5,harv_2,2021-01-07,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,14,harv_3,2021-01-11,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,NA,harv_4,NA,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,NA,harv_5,NA,O. Jasmine
119,1215201,200,44,0,40,0,APHIDS,1,M. paniculata,22,cleaned,2021-01-12,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,10,harv_1,2021-01-04,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,12,harv_2,2021-01-05,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,18,harv_3,2021-01-07,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,8,harv_4,2021-01-11,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
120,1214201,200,52,0,30,0,0,1,M. paniculata,4,cleaned,2021-01-12,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,19,harv_1,2021-01-04,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,9,harv_2,2021-01-05,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,15,harv_3,2021-01-11,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,4,harv_4,2021-01-12,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,6,harv_5,2021-01-13,O. Jasmine
121,1216201,200,54,0,60,0,0,1,M. paniculata,1,cleaned,2021-01-14,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,8,harv_1,2021-01-04,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,3,harv_2,2021-01-12,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,NA,harv_3,NA,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
122,1216202,200,12,0,5,0,0,1,M. paniculata,1,cleaned,2021-01-15,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,12,harv_1,2021-01-07,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,40,harv_2,2021-01-11,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,79,harv_3,2021-01-12,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,95,harv_4,2021-01-14,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,78,harv_5,2021-01-15,O. Jasmine
123,1218201,200,541,2,50,0,0,1,M. paniculata,237,cleaned,2021-01-20,O. Jasmine
124,1218202,200,9,0,134,0,0,1,B. koenigii,2,harv_1,2021-01-14,Curry
124,1218202,200,9,0,134,0,0,1,B. koenigii,1,harv_2,2021-01-15,Curry
124,1218202,200,9,0,134,0,0,1,B. koenigii,NA,harv_3,NA,Curry
124,1218202,200,9,0,134,0,0,1,B. koenigii,NA,harv_4,NA,Curry
124,1218202,200,9,0,134,0,0,1,B. koenigii,NA,harv_5,NA,Curry
124,1218202,200,9,0,134,0,0,1,B. koenigii,6,cleaned,2021-01-19,Curry
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,NA,harv_1,NA,O. Jasmine
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,NA,harv_2,NA,O. Jasmine
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,NA,harv_3,NA,O. Jasmine
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,NA,harv_4,NA,O. Jasmine
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,NA,harv_5,NA,O. Jasmine
125,1221201,200,0,9,0,0,APHIDS,1,M. paniculata,0,cleaned,2021-01-22,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,NA,harv_1,NA,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,NA,harv_2,NA,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,NA,harv_3,NA,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
126,1221202,200,0,9,0,0,0,1,M. paniculata,0,cleaned,2021-01-22,O. Jasmine
127,1223201,200,1568,0,400,0,0,1,Mix,16,harv_1,2021-01-12,Mix
127,1223201,200,1568,0,400,0,0,1,Mix,7,harv_2,2021-01-14,Mix
127,1223201,200,1568,0,400,0,0,1,Mix,13,harv_3,2021-01-15,Mix
127,1223201,200,1568,0,400,0,0,1,Mix,444,harv_4,2021-01-19,Mix
127,1223201,200,1568,0,400,0,0,1,Mix,337,harv_5,2021-01-20,Mix
127,1223201,200,1568,0,400,0,0,1,Mix,751,cleaned,2021-01-26,Mix
128,1223202,140,18,0,0,0,0,1,M. paniculata,1,harv_1,2021-01-15,O. Jasmine
128,1223202,140,18,0,0,0,0,1,M. paniculata,11,harv_2,2021-01-19,O. Jasmine
128,1223202,140,18,0,0,0,0,1,M. paniculata,6,harv_3,2021-01-20,O. Jasmine
128,1223202,140,18,0,0,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
128,1223202,140,18,0,0,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
128,1223202,140,18,0,0,0,0,1,M. paniculata,0,cleaned,2021-01-25,O. Jasmine
129,1228201,200,1005,0,1200,0,0,1,Mix,51,harv_1,2021-01-18,Mix
129,1228201,200,1005,0,1200,0,0,1,Mix,83,harv_2,2021-01-19,Mix
129,1228201,200,1005,0,1200,0,0,1,Mix,76,harv_3,2021-01-20,Mix
129,1228201,200,1005,0,1200,0,0,1,Mix,141,harv_4,2021-01-21,Mix
129,1228201,200,1005,0,1200,0,0,1,Mix,73,harv_5,2021-01-22,Mix
129,1228201,200,1005,0,1200,0,0,1,Mix,581,cleaned,2021-01-26,Mix
130,1228202,130,0,0,0,0,0,1,M. paniculata,NA,harv_1,NA,O. Jasmine
130,1228202,130,0,0,0,0,0,1,M. paniculata,NA,harv_2,NA,O. Jasmine
130,1228202,130,0,0,0,0,0,1,M. paniculata,NA,harv_3,NA,O. Jasmine
130,1228202,130,0,0,0,0,0,1,M. paniculata,NA,harv_4,NA,O. Jasmine
130,1228202,130,0,0,0,0,0,1,M. paniculata,NA,harv_5,NA,O. Jasmine
130,1228202,130,0,0,0,0,0,1,M. paniculata,0,cleaned,2021-01-26,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,6,harv_1,2021-01-21,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,17,harv_2,2021-01-22,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,78,harv_3,2021-01-25,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,99,harv_4,2021-01-26,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,735,harv_5,2021-01-27,O. Jasmine
131,1230201,103,527,0,300,0,APHIDS,1,M. paniculata,192,cleaned,2021-01-29,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,25,harv_1,2021-01-21,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,72,harv_2,2021-01-22,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,307,harv_3,2021-01-25,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,383,harv_4,2021-01-26,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,413,harv_5,2021-01-27,O. Jasmine
132,1230202,200,1980,0,750,0,0,1,M. paniculata,780,cleaned,2021-01-29,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,139,harv_1,2021-01-25,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,284,harv_2,2021-01-26,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,308,harv_3,2021-01-27,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,274,harv_4,2021-01-28,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,465,harv_5,2021-01-29,O. Jasmine
133,0104211,140,2619,2,1800,0,0,1,M. paniculata,1149,cleaned,2021-02-03,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,42,harv_1,2021-01-26,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,53,harv_2,2021-01-27,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,61,harv_3,2021-01-28,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,83,harv_4,2021-01-29,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,198,harv_5,2021-02-01,O. Jasmine
134,0104212,105,562,2,400,0,APHIDS,1,M. paniculata,125,cleaned,2021-02-03,O. Jasmine
135,0106211,100,1201,0,159,0,0,1,Mix,22,harv_1,2021-01-25,Mix
135,0106211,100,1201,0,159,0,0,1,Mix,48,harv_2,2021-01-26,Mix
135,0106211,100,1201,0,159,0,0,1,Mix,91,harv_3,2021-01-27,Mix
135,0106211,100,1201,0,159,0,0,1,Mix,156,harv_4,2021-01-28,Mix
135,0106211,100,1201,0,159,0,0,1,Mix,102,harv_5,2021-01-29,Mix
135,0106211,100,1201,0,159,0,0,1,Mix,782,cleaned,2021-02-05,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,5,harv_1,2021-01-28,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,NA,harv_2,NA,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,NA,harv_3,NA,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,NA,harv_4,NA,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,NA,harv_5,NA,Mix
136,0108211,200,5,2,0,0,APHIDS,1,Mix,0,cleaned,2021-02-05,Mix
201,0111211,200,29,0,0,0,0,3,M. paniculata,29,harv_1,2021-02-02,O. Jasmine
201,0111211,200,29,0,0,0,0,3,M. paniculata,NA,harv_2,NA,O. Jasmine
201,0111211,200,29,0,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
201,0111211,200,29,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
201,0111211,200,29,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
201,0111211,200,29,0,0,0,0,3,M. paniculata,0,cleaned,2021-02-05,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,21,harv_1,2021-02-02,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,7,harv_2,2021-02-03,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
202,0112211,200,28,0,0,0,0,3,M. paniculata,0,cleaned,2021-02-05,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,19,harv_1,2021-02-02,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,10,harv_2,2021-02-03,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
203,0113211,200,29,0,0,0,0,3,M. paniculata,0,cleaned,2021-02-08,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,NA,harv_1,NA,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,NA,harv_2,NA,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
204,0114211,200,0,0,20,0,0,3,M. paniculata,0,cleaned,2021-02-11,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,NA,harv_1,NA,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,NA,harv_2,NA,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
205,0119211,200,0,1,0,0,0,3,M. paniculata,0,cleaned,2021-02-17,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,NA,harv_1,NA,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,NA,harv_2,NA,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,NA,harv_3,NA,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,NA,harv_4,NA,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,NA,harv_5,NA,O. Jasmine
206,0120211,200,0,1,0,0,0,3,M. paniculata,0,cleaned,2021-02-19,O. Jasmine
207,0122211,200,0,0,0,0,0,3,Mix,NA,harv_1,NA,Mix
207,0122211,200,0,0,0,0,0,3,Mix,NA,harv_2,NA,Mix
207,0122211,200,0,0,0,0,0,3,Mix,NA,harv_3,NA,Mix
207,0122211,200,0,0,0,0,0,3,Mix,NA,harv_4,NA,Mix
207,0122211,200,0,0,0,0,0,3,Mix,NA,harv_5,NA,Mix
207,0122211,200,0,0,0,0,0,3,Mix,0,cleaned,2021-02-22,Mix
208,0129211,200,0,0,0,0,0,3,Mix,NA,harv_1,NA,Mix
208,0129211,200,0,0,0,0,0,3,Mix,NA,harv_2,NA,Mix
208,0129211,200,0,0,0,0,0,3,Mix,NA,harv_3,NA,Mix
208,0129211,200,0,0,0,0,0,3,Mix,NA,harv_4,NA,Mix
208,0129211,200,0,0,0,0,0,3,Mix,NA,harv_5,NA,Mix
208,0129211,200,0,0,0,0,0,3,Mix,0,cleaned,2021-02-22,Mix
209,0127211,200,10,0,28,0,ANTS,3,Mix,NA,harv_1,NA,Mix
